Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
48,Rarely,855,R&D,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8,No
27,Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0,No
51,Rarely,1405,R&D,11,2,Technical,4,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3,No
18,Non-Travel,1124,R&D,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0,No
35,Rarely,817,R&D,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0,No
55,Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8,Yes
56,Rarely,1369,R&D,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9,No
34,Non-Travel,999,R&D,26,1,Technical,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0,No
40,Rarely,1202,R&D,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,No
34,Rarely,285,R&D,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7,No
31,Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0,Yes
35,Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2,Yes
38,Frequently,693,R&D,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3,No
34,Rarely,404,R&D,2,4,Technical,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11,No
28,Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4,No
39,Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4,No
51,Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,No
41,Frequently,1200,R&D,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3,No
37,Rarely,1439,R&D,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3,No
33,Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2,No
32,Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2,No
39,Non-Travel,1485,R&D,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5,No
25,Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2,No
52,Frequently,322,R&D,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2,No
43,Rarely,930,R&D,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8,No
27,Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4,No
27,Rarely,135,R&D,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7,Yes
26,Rarely,683,R&D,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1,No
42,Rarely,1147,HR,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9,No
52,Rarely,258,R&D,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,No
37,Rarely,1462,R&D,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2,No
35,Frequently,200,R&D,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,No
25,Rarely,949,R&D,1,3,Technical,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2,No
29,Rarely,332,HR,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9,No
54,Rarely,971,R&D,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7,No
58,Rarely,1055,R&D,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5,No
55,Rarely,1136,R&D,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0,No
36,Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1,No
31,Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0,Yes
30,Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2,No
34,Frequently,560,R&D,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3,No
31,Rarely,202,R&D,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0,Yes
27,Rarely,1377,R&D,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4,No
36,Rarely,172,R&D,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8,No
36,Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,No
47,Rarely,465,R&D,1,3,Technical,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2,No
25,Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2,Yes
56,Rarely,1255,R&D,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0,No
47,Rarely,359,R&D,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6,No
24,Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3,No
32,Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3,No
34,Rarely,401,R&D,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,No
41,Rarely,1283,R&D,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3,No
40,Non-Travel,663,R&D,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7,No
31,Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9,No
39,Non-Travel,592,R&D,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,Yes
45,Rarely,1038,R&D,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7,No
31,Frequently,523,R&D,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2,Yes
45,Rarely,1448,R&D,29,3,Technical,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2,No
48,Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2,No
40,Non-Travel,218,R&D,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8,No
28,Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,No,18,3,4,0,6,4,3,5,4,1,3,No
44,Non-Travel,981,R&D,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,No,14,3,4,0,7,5,3,5,2,0,3,No
53,Rarely,447,R&D,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8,No
49,Rarely,1495,R&D,5,4,Technical,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2,No
40,Rarely,896,R&D,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2,No
44,Rarely,1467,R&D,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,No,13,3,3,0,6,3,2,5,2,1,3,No
33,Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3,No
34,Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,No
30,Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2,No
42,Frequently,748,R&D,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8,No
44,Frequently,383,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0,No
30,Non-Travel,990,R&D,7,3,Technical,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0,No
57,Rarely,405,R&D,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,No,24,4,1,1,13,2,2,12,9,2,8,No
49,Rarely,1490,R&D,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,No
34,Frequently,829,R&D,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9,No
28,Frequently,1496,Sales,1,3,Technical,1,Male,92,3,1,Sales Representative,3,Married,2909,15747,3,No,15,3,4,1,5,3,4,3,2,1,2,Yes
35,Rarely,660,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,0,No
24,Frequently,381,R&D,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Yes,11,3,3,0,4,2,2,0,0,0,0,Yes
24,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0,No
44,Frequently,1193,R&D,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2,No
29,Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4,No
30,Rarely,330,HR,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3,No
33,Rarely,1099,R&D,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,No,11,3,4,0,8,5,3,5,4,0,2,No
47,Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2,No
28,Frequently,289,R&D,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,0,Yes
28,Rarely,1423,R&D,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0,No
28,Frequently,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,No,14,3,4,0,5,5,3,4,2,1,3,No
49,Rarely,271,R&D,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,1,10,3,3,3,2,1,2,No
29,Frequently,410,R&D,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,No,13,3,3,3,4,3,3,3,2,0,2,No
28,Rarely,1083,R&D,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,No
33,Rarely,516,R&D,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0,No
32,Rarely,495,R&D,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0,No
54,Frequently,1050,R&D,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,No,20,4,1,1,26,2,3,14,9,1,12,No
29,Rarely,224,R&D,1,4,Technical,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,0,11,2,1,9,7,0,7,Yes
44,Rarely,136,R&D,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,No
39,Rarely,1089,R&D,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,No
46,Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,No
35,Rarely,1029,R&D,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3,No
40,Rarely,676,R&D,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0,Yes
50,Frequently,333,R&D,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,No
34,Rarely,1440,Sales,7,2,Technical,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,No
42,Rarely,1210,R&D,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,No
37,Rarely,674,R&D,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,No
29,Rarely,441,R&D,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,No
45,Rarely,950,R&D,28,3,Technical,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,No
42,Frequently,288,R&D,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,No
40,Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,No
33,Rarely,589,R&D,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,No
40,Rarely,898,HR,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,No
24,Rarely,350,R&D,21,2,Technical,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,No
40,Non-Travel,1142,R&D,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,No
45,Rarely,538,R&D,1,4,Technical,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,No
35,Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,No
32,Rarely,824,R&D,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,No
36,Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,No
48,Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,No
29,Rarely,598,R&D,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,No
33,Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,No
30,Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,Yes
38,Frequently,888,HR,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,No
35,Rarely,992,R&D,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,No
38,Rarely,903,R&D,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,Yes
32,Non-Travel,1200,R&D,1,4,Technical,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,No
48,Rarely,1108,R&D,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,No
34,Rarely,479,R&D,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,No
55,Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,No
34,Rarely,1351,R&D,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,No
26,Rarely,474,R&D,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,No
38,Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,No
38,Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,No
36,Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,No
29,Rarely,1370,R&D,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,No
35,Rarely,670,R&D,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,No
39,Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,No
29,Frequently,995,R&D,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,No
50,Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,No
23,Rarely,977,R&D,10,3,Technical,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,No
36,Frequently,1302,R&D,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,No
42,Rarely,1059,R&D,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,No
35,Rarely,750,R&D,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,No
34,Frequently,653,R&D,10,4,Technical,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,No
40,Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,No
43,Rarely,990,R&D,27,3,Technical,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,No
35,Rarely,1349,R&D,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,No
28,Rarely,329,R&D,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Yes
32,Rarely,634,R&D,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,No
44,Rarely,1313,R&D,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,No
30,Rarely,241,R&D,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,No
45,Rarely,1015,R&D,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,No
45,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,No
36,Rarely,559,R&D,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,No
34,Frequently,426,R&D,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,No
49,Rarely,722,R&D,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,No
39,Rarely,1387,R&D,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,No
27,Rarely,1302,R&D,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,No
35,Rarely,819,R&D,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,No
28,Rarely,580,R&D,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,No
21,Rarely,546,R&D,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,No
18,Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Yes
47,Rarely,1176,HR,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,No
39,Rarely,170,R&D,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,No
40,Rarely,884,R&D,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,No
35,Non-Travel,208,R&D,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,No
37,Rarely,671,R&D,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,No
39,Frequently,711,R&D,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,No
45,Rarely,1329,R&D,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,No
38,Rarely,397,R&D,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,No
37,Rarely,1470,R&D,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,No
